110.2045542,10.91688184,-4.129211128,39.19647451
110.6497887,6.869777374,-8.398086764,36.86248066
110.6333992,3.635904582,-12.65819052,34.46024987
111.3301565,0.109864848,-16.49474207,31.59703828
112.0587494,-2.88076555,-20.99059361,28.99882125
112.3334961,-5.226463202,-25.83901515,26.27859201
112.5189632,-6.97380904,-31.05005957,23.95813821
112.9214685,-8.117230021,-36.64593962,22.43101266
113.0521636,-9.795557094,-39.90614761,16.96751048
113.3669894,-10.81988981,-42.92388058,12.17881367
113.6821243,-12.7892692,-43.41854542,3.256710366
113.3739309,-12.46663776,-46.4242304,-0.374177574
113.7195366,-11.96076007,-48.01156107,-5.098910753
113.6497403,-9.852890644,-50.71862312,-6.96829999
113.4057243,-7.146461884,-53.30142949,-8.572355128
113.7497437,-4.301561833,-55.07109877,-10.62704148
114.2374399,-1.891423883,-55.15995088,-14.42579081
114.4761788,0.767502107,-54.7728974,-18.01434026
114.863198,4.053911659,-54.84376258,-19.90861662
115.5964024,7.735115734,-54.24315911,-21.90145059
116.2899214,11.86315423,-53.13014458,-24.21047355
116.507612,16.60521306,-52.05713008,-26.23794347
115.9716338,22.19341268,-51.18204775,-27.44227045
114.9427535,28.2356106,-49.96990797,-28.32902025
116.2804325,33.66428405,-48.40866584,-28.41594364
115.1253259,39.34484014,-47.1478663,-28.74466134
113.6715585,45.39222206,-46.1096963,-28.50324875
112.3225213,51.62443408,-44.49212036,-28.38230284
111.0232204,58.34970043,-42.70929225,-28.40670318
109.877046,64.32351415,-40.81271514,-27.83389464
109.385102,65.70974441,-38.28518591,-25.53178103
109.3208077,63.14193793,-35.21967448,-22.25212271
108.8459763,61.70999326,-32.50456434,-19.10254433
107.9384923,60.14225344,-29.71000527,-16.34295589
107.7064498,58.04786862,-26.90713698,-13.91761725
108.3818329,55.46997298,-24.35392992,-11.29026379
108.5850683,52.44450653,-21.94927887,-8.460511599
108.7211493,48.45499486,-19.87542873,-5.814403275
108.8835059,44.74000797,-17.49183673,-3.118044462
109.4756454,40.44382016,-15.26302829,-0.589758608
110.0533353,37.04124066,-13.97023152,3.419836281
111.5428295,31.76363935,-12.99016804,6.546579758
111.1464552,28.18330789,-14.55831255,12.97862731
112.1687333,22.55741047,-13.15401594,14.59470738
112.8081768,17.13909929,-14.85853187,19.7856769
113.189598,11.92613836,-14.90981822,22.65768256
113.7780143,6.034795392,-13.68108013,23.78977825
115.5160473,0.275600713,-13.36926323,26.18158363
116.1233234,-5.277970815,-12.21984525,28.4938404
116.7408428,-10.52483866,-10.81798244,31.07303983
117.1529272,-15.43369324,-8.894932456,33.43953666
117.1828565,-20.03382518,-7.00599734,36.87386236
116.8405829,-24.18070541,-4.837757261,40.91123699
116.9981146,-28.19664694,-1.043014457,41.9215608
116.4184521,-30.94390595,1.770068489,44.95346271
116.2250377,-33.9666079,4.346318473,47.35958962
116.14506,-35.58620577,7.136657382,50.22208243
115.8927316,-37.07970227,10.63860213,50.78735467
115.8718055,-37.99394256,14.16871724,52.58413733
115.6634074,-37.66226677,16.76140662,54.96811694
115.2259788,-36.6394287,19.6165973,57.64777459
115.0691635,-35.47471943,22.90013941,59.20228859
114.936019,-33.88685745,26.52123457,60.58289618
113.8333946,-31.29586838,29.89521663,62.55040229
112.488151,-27.59955987,33.40157951,65.12225495
111.4324278,-22.80216433,37.2312024,68.5883628
110.5421045,-17.01713433,40.21537755,73.88235371
108.9124379,-11.25790779,44.62837476,77.49333592
106.9947752,-4.270180766,48.65597002,83.26470071
105.610598,3.136503412,52.22001201,88.85410935
105.2902276,7.163473785,52.33548395,90.46031303
104.6289615,11.35125479,52.00494078,92.05879793
104.1645442,15.33661876,51.81822825,92.61272581
103.8454536,18.98394056,52.13197904,91.50973814
103.4344153,22.05656384,54.02098845,87.46938971
103.9732232,21.800465,45.64617303,85.23130708
104.3119364,22.92156666,41.30725277,82.76459127
104.4942881,23.64867672,37.99266015,79.31734038
105.1336707,23.77602383,34.78721441,75.74057992
106.0409931,23.94729018,32.0409014,71.87204807
106.9290673,23.24154909,30.03599126,67.04978639
108.1761421,22.67207608,27.89226213,62.35081927
109.5040811,21.66779835,24.53429454,58.61842761
110.6417744,21.15470264,21.07424714,55.56336498
112.1565236,20.41247196,17.32926801,52.80111257
113.2842284,19.19248371,13.34884329,50.05127707
113.8384575,18.04494154,9.824775676,47.28609003
114.4211725,15.47617973,7.077955751,43.50936108
115.0777513,12.91557504,3.828316469,40.34824174
116.1528563,10.49801612,-0.161961379,37.86575341
116.7456228,8.316480632,-3.445224075,34.56164446
116.9559637,5.516780148,-7.956964613,32.43896566
118.2600894,2.445938251,-13.28732352,29.90323968
119.4448827,0.910253427,-17.05099631,26.18357716
120.3896858,-0.455943134,-20.5941977,21.95614122
120.6357748,-1.79031953,-26.05073736,19.11577324
121.2039008,-2.815869912,-31.13134384,16.29566001
121.9074508,-3.380718514,-35.04361512,12.40891402
122.2671201,-3.32084335,-37.42448996,8.094697452
122.2507041,-3.12388577,-39.50420647,4.236949542
122.139217,-2.96657944,-41.55427104,-0.120870813
122.3482683,-2.507651983,-42.98172884,-5.275360805
122.6111826,-0.902158835,-44.78711098,-8.508243409
122.3258533,1.511515468,-45.44597824,-11.30234083
121.308393,4.012623972,-45.33201354,-13.84187447
