0.268287,0.096934
0.160192,0.323481
0.138894,0.265860
0.228864,0.093414
0.310268,0.169551
0.175086,0.327863
0.223853,0.219172
0.281789,0.265965
0.241450,0.140633
0.279036,0.191596
0.240262,0.159227
0.091972,0.135746
0.220129,0.227663
0.208706,0.097183
0.235712,0.205815
0.270307,0.203837
0.273195,0.269883
0.181155,0.320152
0.225857,0.218316
0.058802,0.267310
0.195296,0.231525
0.188946,0.111835
0.184583,0.257160
0.148899,0.153006
0.249903,0.258150
0.184230,0.253777
0.172931,0.210030
0.238724,0.272784
0.139754,0.230586
0.157358,0.113449
0.246022,0.061597
0.229488,0.115434
0.226366,0.094212
0.209824,0.203077
0.364741,0.414056
0.298946,0.235620
0.242316,0.166477
0.219863,0.097319
0.284366,0.096009
0.261736,0.139439
0.255119,0.102368
0.208373,0.209251
0.211778,0.283469
0.271165,0.139684
0.216026,0.126991
0.248083,0.138591
0.172437,0.130938
0.238603,0.203523
0.245171,0.418875
0.249822,0.286959
0.115118,0.318161
0.034350,0.228826
0.299833,0.252432
0.018853,0.172933
0.293355,0.119054
0.151314,0.280413
0.230262,0.126594
0.170063,0.172169
0.152499,0.174220
0.332965,0.089904
0.176579,0.190721
0.113816,0.259729
0.343144,0.192744
0.236898,0.124719
0.093731,0.156940
0.316595,0.241834
0.089393,0.143878
0.154442,0.134688
0.190013,0.180021
0.135257,0.092379
0.336638,0.131565
0.271994,0.237263
0.217167,0.207172
0.250893,0.235450
0.157800,0.172990
0.168377,0.291684
0.262341,0.069595
0.326364,0.100890
0.269471,0.133636
0.199876,0.139494
0.330053,0.269014
0.329466,0.181387
0.326066,0.205165
0.176999,0.081601
0.125985,0.185490
0.255282,0.223276
0.258615,0.425214
0.266220,0.237692
0.261519,0.146012
0.113112,0.295856
0.102290,0.279214
0.175641,0.224892
0.123988,0.047147
0.216154,0.328554
0.249628,0.143628
0.191173,0.056174
0.109341,0.311472
0.237771,0.127613
0.077702,0.175158
0.326441,0.196444
0.087367,0.141811
0.131523,0.291498
0.156580,0.157798
0.261258,0.277204
0.123567,0.297383
0.153566,0.135993
0.117478,0.142103
0.211698,0.057291
0.260779,0.053592
0.146808,0.220164
0.130498,0.222417
0.142465,0.083426
0.236643,0.220387
0.239031,0.167580
0.159361,0.201824
0.168847,0.295815
0.192393,0.223488
0.194479,0.108056
0.257341,0.268388
0.280453,0.227643
0.302551,0.237852
0.123851,0.362624
0.188687,0.169061
0.141799,0.254374
0.152323,0.055926
0.361672,0.247564
0.217101,0.065520
0.233452,0.140789
0.137770,0.193711
0.234654,0.165701
0.211249,0.259396
0.133378,0.253831
0.051100,0.269338
0.253090,0.340723
0.259947,0.149107
0.157487,0.259865
0.261170,0.247328
0.168492,0.314671
0.174286,0.326852
0.146552,0.129878
0.033146,0.276708
0.268228,0.249684
0.137521,0.115384
0.040624,0.320556
0.203017,0.031914
0.219011,0.077936
0.174007,0.302046
0.112176,0.095587
0.158603,0.139920
0.059787,0.146342
0.143766,0.201207
0.119013,0.157468
0.258635,0.111931
0.220100,0.234384
0.176187,0.350812
0.245090,0.350455
0.227579,0.143109
0.194557,0.223411
0.105710,0.314022
0.061224,0.141977
0.228439,0.107150
0.161084,0.266967
0.217456,0.120132
0.204119,0.192248
0.173428,0.278237
0.251302,0.171355
0.016116,0.171862
0.195406,0.277147
0.130634,0.132499
0.201035,0.270757
0.273830,0.165294
0.315715,0.358187
0.222469,0.125524
0.212503,0.170172
0.303513,0.248052
0.223570,0.269805
0.302888,0.016304
0.180205,0.341922
0.110450,0.204941
0.193838,0.213325
0.102433,0.102620
0.209099,0.176563
0.227649,0.191251
0.091533,0.194629
0.164586,0.167047
0.203416,0.108335
0.105691,0.179325
0.169262,0.032893
0.299880,0.092020
0.299762,0.167586
0.011541,0.213087
0.119155,0.089411
0.109311,0.191039
0.299367,0.180904
0.155558,0.278972
0.199980,0.139299
0.158692,0.038687
0.348083,0.273011
0.264753,0.235514
0.266990,0.151308
0.063720,0.113448
0.299913,0.209815
0.199982,0.167713
0.214368,0.199079
0.189970,0.261486
0.174029,0.327893
0.016558,0.107106
0.238180,0.130833
0.103417,0.252852
0.099943,0.168645
0.177955,0.229072
0.325591,0.110920
0.294993,0.199250
0.055849,0.300011
0.169943,0.186219
0.073689,0.179356
0.173836,0.256367
0.179720,0.244350
0.192221,0.137770
0.295689,0.241077
0.216305,0.096648
0.353563,0.237050
0.233835,0.244413
0.214247,0.278857
0.307260,0.288283
0.185968,0.165603
0.176866,0.239922
0.252892,0.250245
0.181764,0.211588
0.134019,0.284802
0.348838,0.200485
0.322916,0.255906
0.081174,0.228254
0.118244,0.218659
0.134675,0.201014
0.286535,0.294841
0.337294,0.091737
0.232347,0.145770
0.291671,0.285758
0.257065,0.126028
0.262056,0.135205
0.165783,0.343461
0.089042,0.216712
0.159230,0.175229
0.168736,0.146414
0.035953,0.182185
0.257164,0.012572
0.300788,0.183300
0.162374,0.199624
0.230298,0.123628
0.291625,0.270853
0.255290,0.157202
0.125977,0.088095
0.126793,0.379191
0.271290,0.222870
0.112121,0.210692
0.208301,0.107259
0.109217,0.221535
0.253930,0.212151
0.160290,0.244634
0.208798,0.199274
0.110771,0.187021
0.177933,0.103784
0.197344,0.071575
0.243060,0.200575
0.258709,0.166259
0.370977,0.040701
0.171953,0.254384
0.294897,0.134080
0.284210,0.250254
0.348469,0.262754
0.158079,0.088015
0.027745,0.210161
0.276087,0.133667
0.059143,0.179906
0.195820,0.210918
0.372489,0.036636
0.217292,0.100382
0.164788,0.174146
0.253159,0.201486
0.118027,0.210255
0.083724,0.161878
0.208388,0.174538
0.281559,0.171644
0.250508,0.206063
0.220102,0.238828
0.195142,0.105806
0.178804,0.133157
0.173032,0.179175
0.111157,0.238849
0.130913,0.186315
0.261926,0.227670
0.173921,0.163406
0.191956,0.108819
0.215767,0.209962
0.276229,0.343446
0.210937,0.244058
0.131803,0.272791
0.172771,0.222717
0.269258,0.096110
0.200662,0.283812
0.302274,0.148688
0.141176,0.270427
0.299119,0.278013
0.126472,0.233042
0.188305,0.209162
0.302305,0.145639
0.204850,0.103509
0.335751,0.222352
0.175757,0.152898
0.318136,0.199212
0.304933,0.140954
0.293487,0.218283
0.306195,0.067065
0.125490,0.264828
0.186279,0.069326
0.088174,0.173280
0.145121,0.318833
0.144752,0.168907
0.160148,0.145432
0.138938,0.130957
0.300857,0.074164
0.391390,0.166734
0.073537,0.203424
0.092813,0.062780
0.176115,0.195467
0.246995,0.034925
0.111528,0.103005
0.166051,0.117963
0.170585,0.233651
0.239056,0.270548
0.256400,0.147213
0.162835,0.302318
0.242178,0.194586
0.222755,0.230772
0.279643,0.098777
0.129461,0.278532
0.238754,0.162981
0.224183,0.224351
0.307670,0.279384
0.365488,0.275239
0.242692,0.126598
0.216484,0.101381
0.296130,0.275270
0.273719,0.036809
0.241465,0.212364
0.035312,0.000918
0.269927,0.101561
0.289642,0.211777
0.180915,0.198542
0.245249,0.312210
0.166172,0.099885
0.351697,0.221665
0.017918,0.122604
0.146090,0.192592
0.249801,0.299873
0.308056,0.123373
0.228298,0.104926
0.270963,0.113555
0.267219,0.124357
0.204870,0.281799
0.340609,0.224202
0.363223,0.209097
0.283899,0.333358
0.254757,0.141021
0.178968,0.122689
0.296419,0.103897
0.110983,0.212636
0.255746,0.162281
0.140826,0.302573
0.232564,0.273834
0.122864,0.157836
0.172804,0.317077
0.250294,0.237186
0.294275,0.204928
0.207370,0.182155
0.313717,0.222356
0.297597,0.331074
0.242820,0.252554
0.204714,0.250603
0.188652,0.113877
0.060789,0.249329
0.054258,0.298478
0.241066,0.237117
0.436057,0.195712
0.183180,0.208641
0.161375,0.167518
0.196873,0.126078
0.314346,0.226671
0.097745,0.316175
0.223245,0.259200
0.223676,0.274597
0.126305,0.249151
0.217293,0.211801
0.257488,0.096771
0.152069,0.112598
0.256018,0.188822
0.252317,0.157140
0.089688,0.193579
0.304474,0.199375
0.237280,0.191434
0.093087,0.254773
0.155754,0.185594
0.252660,0.185176
0.209250,0.234112
0.303875,0.269004
0.274820,0.164269
0.198374,0.125207
0.096349,0.297929
0.230448,0.261313
0.226295,0.106092
0.221330,0.326214
0.303357,0.272490
